# format: trackId, is-primary, nHits, pt, eta, pdg, q
439, 1, 0, 0.307633, -0.0499495, 111, 0.000000
440, 1, 46, 0.37465, 1.36358, -211, -3.000000
441, 1, 41, 0.521687, 0.738009, -211, -3.000000
442, 1, 0, 0.0947918, -2.94672, -211, -3.000000
443, 1, 0, 0.154468, 1.39806, 211, 3.000000
444, 1, 0, 0.155063, 2.12279, 130, 0.000000
445, 1, 9, 0.173327, -1.93945, -211, -3.000000
446, 1, 50, 0.347878, -0.63115, -321, -3.000000
447, 1, 0, 0.0722718, -1.68327, 111, 0.000000
448, 1, 52, 0.217401, -0.349193, -211, -3.000000
449, 1, 43, 0.540971, -0.461892, 211, 3.000000
450, 1, 43, 0.444634, -0.617154, 211, 3.000000
451, 1, 46, 0.393387, -0.810951, 321, 3.000000
452, 1, 0, 0.208777, 1.93269, 211, 3.000000
453, 1, 38, 0.130324, -1.30504, -211, -3.000000
454, 1, 48, 0.925942, -0.334764, -211, -3.000000
455, 1, 12, 0.221136, -0.214638, -211, -3.000000
456, 1, 0, 0.0972828, 0.37481, 321, 3.000000
457, 1, 0, 0.144219, -0.185099, 111, 0.000000
458, 1, 48, 0.858782, -1.22331, -211, -3.000000
